pool,func,minargs,maxargs,type,definition
CSC-Function-4ed3470,setdepthoffield,7,7,GLOBAL,
CSC-Function-4ed3470,function_bb8b57a6,1,1,GLOBAL,
CSC-Function-4ed3470,function_97f5da94,1,1,GLOBAL,
CSC-Function-4ed3470,function_28341437,1,1,GLOBAL,
CSC-Function-4ed3470,function_3cf01845,2,2,GLOBAL,
CSC-Function-4ed3470,function_2a9101fe,3,3,GLOBAL,
CSC-Function-4ed3470,function_65469e2e,0,0,GLOBAL,
CSC-Function-4ed3470,function_ab88dbd2,2,2,GLOBAL,
CSC-Function-4ed3470,function_b37afded,2,2,GLOBAL,
CSC-Function-4ed3470,function_975f521b,1,1,GLOBAL,
CSC-Function-49600d0,log,1,1,GLOBAL,
CSC-Function-49600d0,log2,1,1,GLOBAL,
CSC-Function-49600d0,sin,1,1,GLOBAL,
CSC-Function-49600d0,cos,1,1,GLOBAL,
CSC-Function-49600d0,tan,1,1,GLOBAL,
CSC-Function-49600d0,asin,1,1,GLOBAL,
CSC-Function-49600d0,acos,1,1,GLOBAL,
CSC-Function-49600d0,atan,1,1,GLOBAL,
CSC-Function-49600d0,abs,1,1,GLOBAL,
CSC-Function-49600d0,min,2,2,GLOBAL,
CSC-Function-49600d0,max,2,2,GLOBAL,
CSC-Function-49600d0,floor,1,1,GLOBAL,
CSC-Function-49600d0,ceil,1,1,GLOBAL,
CSC-Function-49600d0,sqrt,1,1,GLOBAL,
CSC-Function-49600d0,pow,2,2,GLOBAL,
CSC-Function-49600d0,lerpfloat,3,3,GLOBAL,
CSC-Function-49600d0,lerpvector,3,3,GLOBAL,
CSC-Function-49600d0,getminbitcountfornum,1,1,GLOBAL,
CSC-Function-49600d0,mapfloat,5,5,GLOBAL,
CSC-Function-49600d0,difftrack,4,4,GLOBAL,
CSC-Function-49600d0,difftrackangle,4,4,GLOBAL,
CSC-Function-49600d0,packrgba,4,4,GLOBAL,
CSC-Function-49600d0,int,1,1,GLOBAL,
CSC-Function-49600d0,float,1,1,GLOBAL,
CSC-Function-49600d0,hash,1,1,GLOBAL,
CSC-Function-49600d0,string,1,1,GLOBAL,
CSC-Function-49600d0,function_9e72a96,1,1,DEV,hash to string
CSC-Function-49600d0,distance2dsquared,2,2,GLOBAL,
CSC-Function-49600d0,anglelerp,3,3,GLOBAL,
CSC-Function-49600d0,rotatepoint,2,2,GLOBAL,
CSC-Function-49600d0,vectorfromlinetopoint,3,3,GLOBAL,
CSC-Function-49600d0,pointonsegmentnearesttopoint,3,3,GLOBAL,
CSC-Function-49600d0,distance,2,2,GLOBAL,
CSC-Function-49600d0,distance2d,2,2,GLOBAL,
CSC-Function-49600d0,distancesquared,2,2,GLOBAL,
CSC-Function-49600d0,length,1,1,GLOBAL,
CSC-Function-49600d0,lengthsquared,1,1,GLOBAL,
CSC-Function-49600d0,closer,3,3,GLOBAL,
CSC-Function-49600d0,vectordot,2,2,GLOBAL,
CSC-Function-49600d0,vectorcross,2,2,GLOBAL,
CSC-Function-49600d0,vectornormalize,1,1,GLOBAL,
CSC-Function-49600d0,vectorprojection,2,2,GLOBAL,
CSC-Function-49600d0,vectortoangles,1,1,GLOBAL,
CSC-Function-49600d0,vectorlerp,3,3,GLOBAL,
CSC-Function-49600d0,anglestoup,1,1,GLOBAL,
CSC-Function-49600d0,anglestoright,1,1,GLOBAL,
CSC-Function-49600d0,anglestoforward,1,1,GLOBAL,
CSC-Function-49600d0,combineangles,2,2,GLOBAL,
CSC-Function-49600d0,function_bdd10bae,2,2,GLOBAL,
CSC-Function-49600d0,angleclamp180,1,1,GLOBAL,
CSC-Function-49600d0,absangleclamp180,1,1,GLOBAL,
CSC-Function-49600d0,absangleclamp360,1,1,GLOBAL,
CSC-Function-49600d0,forwardrotatearoundupbyangle,2,2,GLOBAL,
CSC-Function-49600d0,rotatepointaroundaxis,3,3,GLOBAL,
CSC-Function-49600d0,function_90d4b591,1,1,GLOBAL,
CSC-Function-49600d0,coordtransform,3,3,GLOBAL,
CSC-Function-49600d0,coordtransformtranspose,3,3,GLOBAL,
CSC-Function-49600d0,function_c1fa62a2,2,2,GLOBAL,
CSC-Function-49600d0,function_e957c926,2,2,GLOBAL,
CSC-Function-49600d0,function_24531a26,4,4,GLOBAL,
CSC-Function-495f250,getteammask,1,1,GLOBAL,
CSC-Function-495f250,function_3132f113,1,1,GLOBAL,
CSC-Function-495f250,getallcharacterbodies,1,1,GLOBAL,
CSC-Function-495f250,getallcharacterheads,1,1,GLOBAL,
CSC-Function-495f250,getcharacterfields,2,2,GLOBAL,
CSC-Function-495f250,getplayerrolefields,2,2,GLOBAL,
CSC-Function-495f250,function_934db9a0,2,2,GLOBAL,
CSC-Function-495f250,getcharacterclassindex,1,1,GLOBAL,
CSC-Function-495f250,getplayerrolecategory,2,2,GLOBAL,
CSC-Function-495f250,getplayerrolecategoryinfo,1,1,GLOBAL,
CSC-Function-495f250,function_f4bf7e3f,1,2,GLOBAL,
CSC-Function-495f250,function_b14806c6,2,2,GLOBAL,
CSC-Function-495f250,getplayerroletemplatecount,1,1,GLOBAL,
CSC-Function-495f250,function_d299ef16,2,2,GLOBAL,
CSC-Function-495f250,function_d7c3cf6c,3,3,DEV,
CSC-Function-495f250,getcharacterdisplayname,2,2,GLOBAL,
CSC-Function-495f250,function_dcad256c,3,3,GLOBAL,
CSC-Function-495f250,function_ac0419ac,1,2,GLOBAL,
CSC-Function-495f250,getcharacterassetname,1,2,GLOBAL,
CSC-Function-495f250,function_4611d0e6,2,2,GLOBAL,
CSC-Function-495f250,function_5d23af5b,4,4,GLOBAL,
CSC-Function-495f250,function_44a7328f,4,4,GLOBAL,
CSC-Function-495f250,function_6b7000e,4,4,GLOBAL,
CSC-Function-495f250,function_cde23658,4,4,GLOBAL,
CSC-Function-495f250,function_92ea4100,4,4,GLOBAL,
CSC-Function-495f250,function_aa478513,1,1,GLOBAL,
CSC-Function-495f250,getcharacterheadmodel,2,2,GLOBAL,
CSC-Function-495f250,function_5e2d2d9b,0,0,DEV,
CSC-Function-495f250,function_b72088f,1,1,GLOBAL,
CSC-Function-495f250,function_2a6a2af,3,3,GLOBAL,
CSC-Function-495f250,getxmodelcenteroffset,1,1,GLOBAL,
CSC-Function-495f250,function_c440d28e,1,1,GLOBAL,
CSC-Function-495f250,getnextmap,0,3,GLOBAL,
CSC-Function-495f250,getmaporder,0,3,GLOBAL,
CSC-Function-495f250,getmapatindex,1,3,GLOBAL,
CSC-Function-495f250,getmapintromovie,0,3,GLOBAL,
CSC-Function-495f250,getmapoutromovie,0,3,GLOBAL,
CSC-Function-495f250,getmapfields,0,3,GLOBAL,
CSC-Function-495f250,setupfieldopskitloadouts,1,1,GLOBAL,
CSC-Function-495f250,function_debede88,0,0,GLOBAL,
CSC-Function-495f250,getscriptbundle,1,1,GLOBAL,
CSC-Function-495f250,getscriptbundlelist,1,1,GLOBAL,
CSC-Function-495f250,getscriptbundles,1,1,GLOBAL,
CSC-Function-495f250,getscriptbundlenames,1,1,GLOBAL,
CSC-Function-495f250,getstatuseffect,1,1,GLOBAL,
CSC-Function-495f250,function_1115bceb,1,1,GLOBAL,
CSC-Function-495f250,function_f74d2943,2,2,GLOBAL,
CSC-Function-495f250,getflowgraphdef,1,1,GLOBAL,
CSC-Function-495f250,isarchetypeloaded,1,1,GLOBAL,
CSC-Function-495f250,function_e0a22931,1,1,GLOBAL,
CSC-Function-495f250,function_951b4205,0,0,GLOBAL,
CSC-Function-495f250,function_e949cfd7,1,1,GLOBAL,
CSC-Function-495f250,pixbeginevent,1,2,GLOBAL,
CSC-Function-495f250,pixendevent,0,0,GLOBAL,
CSC-Function-495f250,function_2ddeb362,1,1,GLOBAL,
CSC-Function-495f250,objective_getobjectivebitcount,0,0,GLOBAL,
CSC-Function-495f250,isweaponpowerbased,1,1,GLOBAL,
CSC-Function-495f250,function_e36b5f2c,1,1,GLOBAL,
CSC-Function-495f250,function_3786d342,1,1,GLOBAL,
CSC-Function-495f250,clearobjectivecamerapoints,0,0,GLOBAL,
CSC-Function-495f250,addobjectivecamerapoint,5,7,GLOBAL,
CSC-Function-495f250,addobjectivecameraentity,7,9,GLOBAL,
CSC-Function-495f250,function_9c27a516,4,5,GLOBAL,
CSC-Function-495f250,setobjectivecamerapointsactive,2,2,GLOBAL,
CSC-Function-495f250,getbaseweaponitemindex,1,1,GLOBAL,
CSC-Function-495f250,weaponhasattachment,2,8,GLOBAL,
CSC-Function-495f250,getweaponattachments,1,1,GLOBAL,
CSC-Function-495f250,function_9537a234,1,1,GLOBAL,
CSC-Function-495f250,function_b2272884,0,0,GLOBAL,
CSC-Function-495f250,function_16495154,1,1,GLOBAL,
CSC-Function-495f250,getreffromitemindex,1,3,GLOBAL,
CSC-Function-495f250,function_6114f031,1,3,GLOBAL,
CSC-Function-495f250,getitemindexfromref,1,2,GLOBAL,
CSC-Function-495f250,function_3363043a,1,2,GLOBAL,
CSC-Function-495f250,getunlockableiteminfofromindex,1,3,GLOBAL,
CSC-Function-495f250,function_b143666d,2,3,GLOBAL,
CSC-Function-495f250,getattachmenttableindex,1,1,GLOBAL,
CSC-Function-495f250,getcamanimtime,1,1,GLOBAL,
CSC-Function-495f250,iscamanimlooping,1,1,GLOBAL,
CSC-Function-495f250,gethierarchicaltasknetwork,1,1,GLOBAL,
CSC-Function-495f250,function_cc68801f,3,4,GLOBAL,
CSC-Function-495f250,function_991b2622,0,0,GLOBAL,
CSC-Function-495f250,function_489009c1,1,1,GLOBAL,
CSC-Function-495f250,function_53a81463,4,4,GLOBAL,
CSC-Function-495f250,function_784b5aa6,0,0,GLOBAL,
CSC-Function-495f250,function_abaeb170,2,7,GLOBAL,
CSC-Function-495f250,function_6de8969b,2,7,GLOBAL,
CSC-Function-495f250,function_579fdc53,2,7,GLOBAL,
CSC-Function-495f250,function_4ba8fde,1,1,GLOBAL,
CSC-Function-495f250,function_a3975ce9,0,0,GLOBAL,
CSC-Function-495f250,function_a04d222e,0,0,GLOBAL,
CSC-Function-495f250,function_d634ed59,0,0,GLOBAL,
CSC-Function-495f250,function_c77ddcd6,0,0,GLOBAL,
CSC-Function-495f250,function_b1702735,1,1,GLOBAL,
CSC-Function-495f250,function_8322cf16,0,0,GLOBAL,
CSC-Function-495f250,function_d0dc448b,1,1,GLOBAL,
CSC-Function-495f250,function_91b29d2a,1,1,GLOBAL,
CSC-Function-495f250,function_682385e7,0,0,GLOBAL,
CSC-Function-495f250,function_3eab95b5,2,2,GLOBAL,
CSC-Function-495f250,function_54ca5536,2,2,GLOBAL,
CSC-Function-495f250,function_43cd95f4,2,2,GLOBAL,
CSC-Function-495f250,function_b97dfce0,2,2,GLOBAL,
CSC-Function-495f250,function_b2cf8bc6,2,2,GLOBAL,
CSC-Function-495f250,function_2ec6d222,0,0,GLOBAL,
CSC-Function-495f250,function_d12fe2ad,2,2,GLOBAL,
CSC-Function-495f250,function_a2f05227,0,0,GLOBAL,
CSC-Function-495f250,function_a33811dd,0,0,GLOBAL,
CSC-Function-495f250,function_29500b6c,0,0,GLOBAL,
CSC-Function-495f250,function_3a2469b8,1,1,GLOBAL,
CSC-Function-495f250,function_a9c3ae72,1,1,GLOBAL,
CSC-Function-495f250,function_dd1ab91a,1,1,GLOBAL,
CSC-Function-495f250,function_f5b30206,1,1,GLOBAL,
CSC-Function-495f250,function_32cf98be,2,2,GLOBAL,
CSC-Function-495f250,function_6c07201b,2,2,GLOBAL,
CSC-Function-49608a0,getdvarstring,1,2,GLOBAL,
CSC-Function-49608a0,getdvarint,2,2,GLOBAL,
CSC-Function-49608a0,getdvarfloat,2,2,GLOBAL,
CSC-Function-49608a0,getdvarvector,2,2,GLOBAL,
CSC-Function-49608a0,getdvar,1,2,GLOBAL,
CSC-Function-49608a0,throw,0,0,DEV,
CSC-Function-49608a0,array,0,100,GLOBAL,
CSC-Function-49608a0,associativearray,0,200,GLOBAL,
CSC-Function-49608a0,arrayremovevalue,2,3,GLOBAL,
CSC-Function-49608a0,arrayremoveindex,2,3,GLOBAL,
CSC-Function-49608a0,arrayinsert,3,3,GLOBAL,
CSC-Function-49608a0,arraycombine,4,4,GLOBAL,
CSC-Function-49608a0,arraycopy,1,1,GLOBAL,
CSC-Function-49608a0,isinarray,2,2,GLOBAL,
CSC-Function-49608a0,getarraykeys,1,1,GLOBAL,
CSC-Function-49608a0,getfirstarraykey,1,1,GLOBAL,
CSC-Function-49608a0,getnextarraykey,2,2,GLOBAL,
CSC-Function-49608a0,getlastarraykey,1,1,GLOBAL,
CSC-Function-49608a0,getprevarraykey,2,2,GLOBAL,
CSC-Function-49608a0,arrayintersect,2,3,GLOBAL,
CSC-Function-49608a0,arraygetclosest,2,3,GLOBAL,
CSC-Function-49608a0,arraygetfarthest,2,3,GLOBAL,
CSC-Function-49608a0,function_2e532eed,1,1,GLOBAL,
CSC-Function-49608a0,getrealtime,0,0,GLOBAL,Get the system millis time
CSC-Function-49608a0,isfunctionptr,1,1,GLOBAL,Is value a function pointer (script or internal)
CSC-Function-49608a0,isscriptfunctionptr,1,1,GLOBAL,Is value a script function
CSC-Function-49608a0,iscodefunctionptr,1,1,GLOBAL,Is value an internal function
CSC-Function-49608a0,isstring,1,1,GLOBAL,Is value a string
CSC-Function-49608a0,isarray,1,1,GLOBAL,Is value an array
CSC-Function-49608a0,isweapon,1,1,GLOBAL,Is value a weapon entity
CSC-Function-49608a0,isint,1,1,GLOBAL,Is value an integer
CSC-Function-49608a0,isfloat,1,1,GLOBAL,Is value a float
CSC-Function-49608a0,isvec,1,1,GLOBAL,Is value a vector
CSC-Function-49608a0,isclass,1,1,GLOBAL,Is value a class
CSC-Function-49608a0,isstruct,1,1,GLOBAL,Is value a struct
CSC-Function-49608a0,ishash,1,1,GLOBAL,Is value a hash
CSC-Function-49608a0,issubstr,2,2,GLOBAL,Is str_search in str
CSC-Function-49608a0,getsubstr,2,3,GLOBAL,Create the substring str[start_index:end_index]
CSC-Function-49608a0,tolower,1,1,GLOBAL,Get str as lowercase string
CSC-Function-49608a0,toupper,1,1,GLOBAL,Get str as uppercase string
CSC-Function-49608a0,strtok,2,2,GLOBAL,Split str by delimiter into an array
CSC-Function-49608a0,strtok2,2,2,GLOBAL,
CSC-Function-49608a0,strstartswith,2,2,GLOBAL,
CSC-Function-49608a0,function_ea13f55,3,3,GLOBAL,
CSC-Function-49608a0,strendswith,2,2,GLOBAL,
CSC-Function-49608a0,strisnumber,1,1,GLOBAL,
CSC-Function-49608a0,strisfloat,1,1,GLOBAL,
CSC-Function-49608a0,strisint,1,1,GLOBAL,
CSC-Function-49608a0,strstrip,1,1,GLOBAL,
CSC-Function-49608a0,makelocalizedstring,1,1,DEV,
CSC-Function-49608a0,sprintf,1,7fffffff,GLOBAL,
CSC-Function-49608a0,getlocalizedstringindexbitcount,0,0,GLOBAL,return 13?
CSC-Function-49608a0,tablelookup,4,8,GLOBAL,
CSC-Function-49608a0,tablelookuprownum,3,3,GLOBAL,
CSC-Function-49608a0,tablelookupcolumnforrow,3,3,GLOBAL,
CSC-Function-49608a0,tablelookupfindcoreasset,1,1,GLOBAL,
CSC-Function-49608a0,tablelookuprowcount,1,1,GLOBAL,
CSC-Function-49608a0,tablelookupcolumncount,1,1,GLOBAL,
CSC-Function-49608a0,tablelookuprow,2,2,GLOBAL,
CSC-Function-49608a0,function_3f6a828c,2,2,GLOBAL,table lookup fonction
CSC-Function-49608a0,openfile,2,2,DEV,
CSC-Function-49608a0,closefile,1,1,DEV,
CSC-Function-49608a0,fprintln,2,2,DEV,
CSC-Function-49608a0,fprintfields,2,2,DEV,
CSC-Function-49608a0,freadln,1,1,DEV,
CSC-Function-49608a0,fgetarg,2,2,DEV,
CSC-Function-49608a0,debugbreak,0,0,DEV,
CSC-Function-49608a0,assert,1,2,DEV,
CSC-Function-49608a0,assertmsg,1,1,DEV,
CSC-Function-49608a0,errormsg,1,1,DEV,
CSC-Function-49608a0,ispc,0,0,GLOBAL,
CSC-Function-49608a0,function_8b1a219a,0,0,GLOBAL,
CSC-Function-49608a0,isprofilebuild,0,0,GLOBAL,
CSC-Function-49608a0,function_59116c33,0,0,GLOBAL,
CSC-Function-49608a0,function_2ee076a7,0,0,GLOBAL,
CSC-Function-49612d0,enumerateweapons,1,1,DEV,
CSC-Function-49612d0,function_a16a090d,1,1,DEV,
CSC-Function-49612d0,weapon,1,1,GLOBAL,
CSC-Function-49612d0,function_1242e467,1,1,GLOBAL,
CSC-Function-49612d0,function_711c258,3,3,GLOBAL,
CSC-Function-49612d0,function_d547b972,0,0,GLOBAL,
CSC-Function-49612d0,getcamoindex,1,1,GLOBAL,
CSC-Function-49612d0,function_2470f404,1,1,GLOBAL,
CSC-Function-49612d0,function_5442be13,1,1,GLOBAL,
CSC-Function-49612d0,getactivecamo,1,1,GLOBAL,
CSC-Function-49612d0,function_8b51d9d1,1,1,GLOBAL,
CSC-Function-49612d0,function_57411076,1,1,DEV,
CSC-Function-49612d0,function_2c48197b,0,0,GLOBAL,
CSC-Function-49612d0,function_ea647602,1,2,GLOBAL,camo;tag;emblem;paintjob;reticle;lens;reticle_color struct{string name;int index}
CSC-Function-4ed01a0,playfx,3,8,GLOBAL,
CSC-Function-4ed01a0,function_239993de,4,4,GLOBAL,
CSC-Function-4ed01a0,playtagfxset,3,3,GLOBAL,
CSC-Function-4ed01a0,playfxoncamera,2,6,GLOBAL,
CSC-Function-4ed01a0,playloopedfx,4,a,GLOBAL,
CSC-Function-4ed01a0,stopfx,2,2,GLOBAL,
CSC-Function-4ed01a0,killfx,2,2,GLOBAL,
CSC-Function-4ed01a0,isfxplaying,2,2,GLOBAL,
CSC-Function-4ed01a0,function_9229eb67,1,1,GLOBAL,
CSC-Function-4ed01a0,setfxoutdoor,2,2,GLOBAL,
CSC-Function-4ed01a0,function_c45d231e,2,3,GLOBAL,
CSC-Function-4ed01a0,bullettracer,2,2,GLOBAL,
CSC-Function-4ed01a0,triggerfx,1,2,GLOBAL,
CSC-Function-4ed01a0,setfxteam,3,4,GLOBAL,
CSC-Function-4ed01a0,registerrewindfx,2,2,GLOBAL,
CSC-Function-4ed01a0,setfxignorepause,3,3,GLOBAL,
CSC-Function-4ed01a0,function_b52a94ae,1,1,GLOBAL,
CSC-Function-4ed01a0,function_4b885950,1,3,GLOBAL,
CSC-Function-4ed01a0,playradiantexploder,2,2,GLOBAL,
CSC-Function-4ed01a0,stopradiantexploder,2,2,GLOBAL,
CSC-Function-4ed01a0,killradiantexploder,2,2,GLOBAL,
CSC-Function-4ed01a0,beamlaunch,6,6,GLOBAL,
CSC-Function-4ed01a0,beamkill,2,2,GLOBAL,
CSC-Function-4ed01a0,visionsetnaked,2,3,GLOBAL,
CSC-Function-4ed01a0,visionsetnakedlerp,4,4,GLOBAL,
CSC-Function-4ed01a0,getvisionsetnaked,1,1,GLOBAL,
CSC-Function-4ed01a0,visionsetlaststandlerp,4,4,GLOBAL,
CSC-Function-4ed01a0,getfxfromsurfacetable,2,2,GLOBAL,
CSC-Function-4ed01a0,viewmodelhastag,2,2,GLOBAL,
CSC-Function-4ed01a0,playviewmodelfx,3,4,GLOBAL,
CSC-Function-4ed01a0,playfxondynent,2,2,GLOBAL,
CSC-Function-4ed01a0,spawnfx,4,6,GLOBAL,
CSC-Function-4ed01a0,deletefx,2,3,GLOBAL,
CSC-Function-4ed01a0,setgenericscenevalue,3,3,GLOBAL,
CSC-Function-4ed01a0,startwatersheetingfx,1,3,GLOBAL,
CSC-Function-4ed01a0,stopwatersheetingfx,1,2,GLOBAL,
CSC-Function-4ed01a0,addboltedfxexclusionvolume,4,5,GLOBAL,
CSC-Function-4ed01a0,addfxexclusionvolume,4,4,GLOBAL,
CSC-Function-4ed01a0,removefxexclusionvolume,2,2,GLOBAL,
CSC-Function-4ed01a0,playmaincamxcam,2,b,GLOBAL,
CSC-Function-4ed01a0,stopmaincamxcam,1,1,GLOBAL,
CSC-Function-4ed01a0,setallowxcamrightstickrotation,2,2,GLOBAL,
CSC-Function-4ed01a0,getweaponxcam,2,2,GLOBAL,
CSC-Function-4ed01a0,setclientvolumetricfog,8,12,GLOBAL,
CSC-Function-4ed01a0,switchtoservervolumetricfog,1,1,GLOBAL,
CSC-Function-4ed01a0,switchtoclientvolumetricfog,1,1,GLOBAL,
CSC-Function-4ed01a0,setservervolumetricfogdensity,3,3,GLOBAL,
CSC-Function-4ed01a0,getservervolumetricfogdensity,1,1,GLOBAL,
CSC-Function-4ed01a0,setexposureactivebank,2,2,GLOBAL,
CSC-Function-4ed01a0,setexposureignoreteleport,2,2,GLOBAL,
CSC-Function-4ed01a0,setexposureinstantsnap,2,2,GLOBAL,
CSC-Function-4ed01a0,setworldfogactivebank,2,2,GLOBAL,
CSC-Function-4ed01a0,getworldfogscriptid,1,1,GLOBAL,
CSC-Function-4ed01a0,findstaticmodelindex,1,1,GLOBAL,
CSC-Function-4ed01a0,findstaticmodelindexarray,1,1,GLOBAL,
CSC-Function-4ed01a0,hidestaticmodel,1,1,GLOBAL,
CSC-Function-4ed01a0,unhidestaticmodel,1,1,GLOBAL,
CSC-Function-4ed01a0,function_140a6212,6,9,GLOBAL,
CSC-Function-4ed01a0,findvolumedecalindexarray,1,1,GLOBAL,
CSC-Function-4ed01a0,hidevolumedecal,1,1,GLOBAL,
CSC-Function-4ed01a0,unhidevolumedecal,1,1,GLOBAL,
CSC-Function-4ed01a0,print,1,7fffffff,DEV,
CSC-Function-4ed01a0,print3d,2,6,DEV,
CSC-Function-4ed01a0,println,1,7fffffff,DEV,
CSC-Function-4ed01a0,profileprintln,1,7fffffff,GLOBAL,
CSC-Function-4ed01a0,printtoprightln,1,3,DEV,
CSC-Function-4ed01a0,iprintlnbold,1,7fffffff,GLOBAL,
CSC-Function-4ed01a0,line,2,6,DEV,
CSC-Function-4ed01a0,box,1,8,DEV,
CSC-Function-4ed01a0,debugstar,1,3,DEV,
CSC-Function-4ed01a0,circle,1,6,DEV,
CSC-Function-4ed01a0,sphere,1,7,DEV,
CSC-Function-4ed01a0,debug2dtext,2,8,DEV,
CSC-Function-4ed01a0,isstereoon,0,0,GLOBAL,
CSC-Function-4ed01a0,getsurfacestrings,0,0,GLOBAL,
CSC-Function-4ed01a0,issplitscreenhost,1,1,GLOBAL,
CSC-Function-4ed01a0,issplitscreen,0,0,GLOBAL,
CSC-Function-4ed01a0,setlitfogbank,4,4,GLOBAL,
CSC-Function-4ed01a0,setukkoscriptindex,3,3,GLOBAL,
CSC-Function-4ed01a0,function_be93487f,6,6,GLOBAL,
CSC-Function-4ed01a0,function_1862912,2,2,GLOBAL,
CSC-Function-4ed01a0,function_ca443a8f,2,2,GLOBAL,
CSC-Function-4ed01a0,function_bc159e32,2,2,GLOBAL,
CSC-Function-4ed01a0,setpbgactivebank,2,2,GLOBAL,
CSC-Function-4ed01a0,function_cdbcba12,3,3,GLOBAL,
CSC-Function-4ed01a0,function_92ece6a3,3,3,GLOBAL,
CSC-Function-4ed01a0,setlutscriptindex,3,3,GLOBAL,
CSC-Function-4ed01a0,function_b5268a2c,3,3,GLOBAL,
CSC-Function-4ed01a0,setfilterpassmaterial,4,4,GLOBAL,
CSC-Function-4ed01a0,setfilterpasscodetexture,5,5,GLOBAL,
CSC-Function-4ed01a0,setfilterpassenabled,4,6,GLOBAL,
CSC-Function-4ed01a0,setfilterpassquads,4,4,GLOBAL,
CSC-Function-4ed01a0,setfilterpassconstant,5,5,GLOBAL,
CSC-Function-4ed01a0,setfilterbitflag,4,4,GLOBAL,
CSC-Function-4ed01a0,function_148ccc79,2,2,GLOBAL,
CSC-Function-4ed01a0,codestoppostfxbundlelocal,2,2,GLOBAL,
CSC-Function-4ed01a0,function_a837926b,2,2,GLOBAL,
CSC-Function-4ed01a0,function_24cd4cfb,2,2,GLOBAL,
CSC-Function-4ed01a0,function_4238734d,4,7,GLOBAL,
CSC-Function-4ed01a0,function_efd8f97c,3,3,GLOBAL,
CSC-Function-4ed01a0,setoverlayenabled,3,3,GLOBAL,
CSC-Function-4ed01a0,setoverlaymaterial,4,4,GLOBAL,
CSC-Function-4ed01a0,setoverlayconstant,4,4,GLOBAL,
CSC-Function-4ed01a0,enablethermaldraw,2,2,GLOBAL,
CSC-Function-4ed01a0,createscenecodeimage,2,2,GLOBAL,
CSC-Function-4ed01a0,freecodeimage,2,2,GLOBAL,
CSC-Function-4ed01a0,captureframe,2,2,GLOBAL,
CSC-Function-4ed01a0,mapmaterialindex,2,2,GLOBAL,
CSC-Function-4ed01a0,evstatus,1,1,GLOBAL,
CSC-Function-4ed01a0,igcactive,2,2,GLOBAL,
CSC-Function-4ed01a0,isigcactive,1,1,GLOBAL,
CSC-Function-4ed01a0,function_92beaa28,1,1,GLOBAL,
CSC-Function-4ed01a0,skyparamsset,6,6,GLOBAL,
CSC-Function-4ed01a0,enablefrontendstreamingoverlay,2,3,GLOBAL,
CSC-Function-4ed01a0,enablefrontendlockedweaponoverlay,2,2,GLOBAL,
CSC-Function-4ed01a0,enablefrontendtokenlockedweaponoverlay,2,2,GLOBAL,
CSC-Function-4ed01a0,umbragate_set,3,3,GLOBAL,
CSC-Function-4ed01a0,umbra_setdistancescale,2,2,GLOBAL,
CSC-Function-4ed01a0,umbra_setaccurateocclusionthreshold,2,2,GLOBAL,
CSC-Function-4ed01a0,umbra_setminimumcontributionthreshold,2,2,GLOBAL,
CSC-Function-4ed01a0,umbra_settometrigger,2,2,GLOBAL,
CSC-Function-4ed01a0,umbra_settometriggeronce,2,2,GLOBAL,
CSC-Function-4ed01a0,umbra_clearpersistenttometrigger,1,1,GLOBAL,
CSC-Function-4ed01a0,function_d6617624,0,0,GLOBAL,
CSC-Function-4ed01a0,function_9e813726,1,1,GLOBAL,
CSC-Function-4ed01a0,function_449349ec,1,2,GLOBAL,
CSC-Function-4ed01a0,function_6ae50dae,1,3,GLOBAL,
CSC-Function-4ed01a0,function_9362afb8,2,2,GLOBAL,
CSC-Function-4ed01a0,function_93620041,2,2,GLOBAL,
CSC-Function-4ed01a0,function_8867afba,2,2,GLOBAL,
CSC-Function-4ed01a0,function_a5777754,2,2,GLOBAL,
CSC-Function-4ed01a0,function_73b1f242,2,2,GLOBAL,
CSC-Function-4ed01a0,function_505e0f00,2,2,GLOBAL,
CSC-Function-4ed01a0,function_e7647ecd,2,2,GLOBAL,
CSC-Function-4ed01a0,function_e7050849,1,1,GLOBAL,
CSC-Function-4969d70,playsound,2,5,GLOBAL,
CSC-Function-4969d70,getsoundfromsurfacetable,2,2,GLOBAL,
CSC-Function-4969d70,soundplaying,1,1,GLOBAL,
CSC-Function-4969d70,setsoundvolume,2,2,GLOBAL,
CSC-Function-4969d70,setsoundpitch,2,2,GLOBAL,
CSC-Function-4969d70,setsoundvolumerate,2,2,GLOBAL,
CSC-Function-4969d70,setsoundpitchrate,2,2,GLOBAL,
CSC-Function-4969d70,stopsound,1,1,GLOBAL,
CSC-Function-4969d70,getplaybacktime,1,1,GLOBAL,
CSC-Function-4969d70,getknownlength,1,1,GLOBAL,
CSC-Function-4969d70,setgroupsnapshot,1,1,GLOBAL,
CSC-Function-4969d70,setglobalfutz,1,2,GLOBAL,
CSC-Function-4969d70,setambientsnapshot,1,1,GLOBAL,
CSC-Function-4969d70,sethealthsnapshot,2,2,GLOBAL,
CSC-Function-4969d70,setlevelfadesnapshot,2,2,GLOBAL,
CSC-Function-4969d70,soundsetmusicstate,1,1,GLOBAL,
CSC-Function-4969d70,soundloopemitter,2,2,GLOBAL,
CSC-Function-4969d70,soundrattlesetup,2,2,GLOBAL,
CSC-Function-4969d70,soundrattle,2,3,GLOBAL,
CSC-Function-4969d70,soundplayautofx,2,9,GLOBAL,
CSC-Function-4969d70,setsoundcontext,2,2,GLOBAL,
